+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                             ;
+---------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:15:FA                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:14:FA                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:13:FA                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:12:FA                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:11:FA                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:10:FA                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:9:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:8:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:7:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:6:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:5:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:4:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:3:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:2:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:1:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder|\AdderGenerator:0:FA                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR|ImmAdder                                                                        ; 65    ; 2              ; 0            ; 2              ; 33     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|PCR                                                                                 ; 168   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|ISB                                                                                 ; 47    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS|IR                                                                                  ; 32    ; 0              ; 7            ; 0              ; 59     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI|DS                                                                                     ; 247   ; 0              ; 0            ; 0              ; 279    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|ArkI                                                                                        ; 72    ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2                                                                                             ; 71    ; 1              ; 0            ; 1              ; 136    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|AddressSolver                                                                               ; 138   ; 0              ; 0            ; 0              ; 172    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount|Add                      ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter|SumNextCount                          ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|RatingCounter                                       ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN|AddressMem                                          ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:15:SliceN                                                     ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount|Add                      ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter|SumNextCount                          ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|RatingCounter                                       ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN|AddressMem                                          ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:14:SliceN                                                     ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount|Add                      ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter|SumNextCount                          ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|RatingCounter                                       ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN|AddressMem                                          ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:13:SliceN                                                     ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount|Add                      ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter|SumNextCount                          ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|RatingCounter                                       ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN|AddressMem                                          ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:12:SliceN                                                     ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount|Add                      ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter|SumNextCount                          ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|RatingCounter                                       ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN|AddressMem                                          ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:11:SliceN                                                     ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount|Add                      ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter|SumNextCount                          ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|RatingCounter                                       ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN|AddressMem                                          ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:10:SliceN                                                     ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount|Add                       ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter|SumNextCount                           ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|RatingCounter                                        ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI1|Cache|DatCache|\SliceGenerate:9:SliceN|AddressMem                                           ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
